default,wiek,pensja,plec,stan_cywilny,wielkosc_miejscowosci,wyksztalcenie,czy_splacony
FALSE,33,4007.22,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,38,2558.09,K,singiel,do_1mln,srednie,czesciowo
FALSE,47,3000.42,K,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,34,3967.97,M,singiel,do_50tys,srednie,czesciowo
FALSE,39,2238.26,M,po_slubie,do_50tys,wyzsze,czesciowo
FALSE,43,3077,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,36,2203.72,K,wdowiec,do_50tys,srednie,czesciowo
FALSE,26,7051.84,K,po_slubie,do_100tys,srednie,czesciowo
FALSE,37,3390.27,K,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,29,2271.38,M,wdowiec,do_1mln,wyzsze,czesciowo
FALSE,37,2719.94,M,po_slubie,do_1mln,wyzsze,wcale
FALSE,32,4142.83,K,po_slubie,do_100tys,srednie,czesciowo
TRUE,33,2546.41,M,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,27,2258.96,M,singiel,do_50tys,wyzsze,czesciowo
FALSE,30,2426.3,K,po_slubie,do_500tys,wyzsze,wcale
FALSE,35,2368.81,M,po_slubie,do_100tys,podstawowe,czesciowo
FALSE,30,2297.83,M,po_slubie,do_50tys,srednie,czesciowo
FALSE,46,2993.87,K,singiel,do_50tys,wyzsze,czesciowo
TRUE,29,3002.84,K,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,47,3152.99,K,po_slubie,do_100tys,srednie,czesciowo
FALSE,37,2726.84,M,po_slubie,do_200tys,srednie,czesciowo
FALSE,36,3959.24,K,po_slubie,do_200tys,srednie,wcale
FALSE,39,2345.14,K,po_slubie,do_200tys,srednie,czesciowo
TRUE,41,4942.87,M,po_slubie,do_100tys,srednie,czesciowo
FALSE,37,3269.61,K,po_slubie,do_100tys,srednie,wcale
FALSE,25,2537.09,M,singiel,do_1mln,wyzsze,czesciowo
FALSE,43,2442.67,M,po_slubie,do_1mln,srednie,wcale
FALSE,31,2332.19,K,singiel,do_1mln,wyzsze,wcale
FALSE,32,2343.58,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,40,2302.74,K,singiel,do_1mln,wyzsze,czesciowo
FALSE,29,2774.11,M,po_slubie,do_200tys,srednie,czesciowo
FALSE,42,4189.04,K,singiel,do_50tys,wyzsze,czesciowo
FALSE,37,2965.42,M,po_slubie,do_200tys,wyzsze,wcale
FALSE,32,2590.32,M,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,38,2379.19,K,po_slubie,do_50tys,srednie,czesciowo
FALSE,35,2862.32,M,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,41,2742.01,M,po_slubie,do_100tys,srednie,czesciowo
FALSE,34,2244.07,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,28,2465.34,M,po_slubie,do_200tys,srednie,czesciowo
FALSE,38,2273.56,M,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,29,3026.21,K,po_slubie,do_500tys,srednie,wcale
FALSE,42,2599.25,M,po_slubie,do_50tys,podstawowe,czesciowo
FALSE,29,3036.13,K,singiel,do_500tys,srednie,czesciowo
FALSE,28,2964.49,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,24,2719.67,M,singiel,do_50tys,wyzsze,czesciowo
TRUE,34,5939.4,K,singiel,do_200tys,srednie,czesciowo
FALSE,43,2398.1,M,po_slubie,do_500tys,srednie,wcale
FALSE,45,2286.5,K,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,48,2692.41,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,42,2649.28,M,po_slubie,do_1mln,podstawowe,czesciowo
TRUE,35,3064.22,M,po_slubie,do_50tys,wyzsze,czesciowo
TRUE,34,4256.66,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,31,2705.8,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,40,2294.89,K,po_slubie,do_500tys,wyzsze,wcale
FALSE,36,2627.47,M,singiel,do_1mln,srednie,czesciowo
TRUE,38,2686.36,K,po_slubie,do_100tys,podstawowe,czesciowo
FALSE,28,3214.76,K,singiel,do_100tys,wyzsze,czesciowo
FALSE,37,2730.46,K,po_slubie,do_50tys,wyzsze,czesciowo
TRUE,34,2635.75,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,36,3105,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,36,2673.82,M,singiel,do_1mln,wyzsze,czesciowo
FALSE,35,2701.33,K,singiel,do_100tys,srednie,czesciowo
FALSE,36,5613.9,M,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,33,3141.3,K,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,30,2521.36,M,po_slubie,do_200tys,srednie,czesciowo
FALSE,44,2217.41,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,36,2341.42,K,po_slubie,do_100tys,srednie,czesciowo
FALSE,28,5346.86,M,singiel,do_200tys,srednie,czesciowo
FALSE,35,2437.65,M,po_slubie,do_200tys,wyzsze,czesciowo
TRUE,39,8852.55,M,singiel,do_1mln,wyzsze,czesciowo
FALSE,38,2217.13,M,singiel,do_200tys,wyzsze,czesciowo
FALSE,39,2413.38,K,singiel,do_500tys,srednie,czesciowo
FALSE,33,2551.24,M,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,36,2398.98,M,wdowiec,do_500tys,srednie,czesciowo
FALSE,26,2913.62,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,39,2634.39,K,singiel,do_1mln,srednie,czesciowo
FALSE,31,2254.55,M,po_slubie,do_100tys,srednie,czesciowo
FALSE,37,2326.47,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,26,5524.48,K,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,27,3211.42,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,32,3117.66,M,singiel,do_1mln,srednie,czesciowo
FALSE,39,3292.45,M,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,34,5651.69,K,po_slubie,do_200tys,podstawowe,czesciowo
FALSE,33,2236.01,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,29,2852.6,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,38,2222.02,K,po_slubie,do_50tys,wyzsze,wcale
FALSE,37,2668.58,K,singiel,do_200tys,wyzsze,czesciowo
FALSE,36,3129.23,M,po_slubie,do_200tys,srednie,czesciowo
TRUE,32,3438.9,K,po_slubie,do_100tys,srednie,czesciowo
FALSE,38,3094.94,M,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,29,7331.31,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,28,6272.74,M,singiel,do_500tys,srednie,czesciowo
FALSE,28,2272.66,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,30,3982.36,M,po_slubie,do_50tys,srednie,czesciowo
FALSE,43,3190.57,K,po_slubie,do_1mln,podstawowe,czesciowo
FALSE,34,2765.51,M,po_slubie,do_50tys,srednie,czesciowo
FALSE,36,3809.6,K,singiel,do_50tys,wyzsze,wcale
FALSE,36,4934.06,K,po_slubie,do_200tys,podstawowe,czesciowo
TRUE,42,3025.78,K,singiel,do_1mln,srednie,czesciowo
FALSE,34,2685.59,M,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,33,2419.16,M,singiel,do_1mln,srednie,czesciowo
FALSE,36,3044.7,M,po_slubie,do_100tys,srednie,czesciowo
FALSE,21,2847.33,K,singiel,do_100tys,srednie,czesciowo
FALSE,37,2347.34,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,38,2344.93,M,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,36,2714.08,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,23,2446.26,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,34,3696.06,M,singiel,do_100tys,wyzsze,czesciowo
FALSE,48,3328.17,K,singiel,do_50tys,wyzsze,czesciowo
FALSE,37,3106.63,K,po_slubie,do_50tys,wyzsze,czesciowo
TRUE,41,2831.4,K,singiel,do_500tys,srednie,czesciowo
FALSE,27,2878.97,M,singiel,do_500tys,podstawowe,czesciowo
FALSE,35,3419.54,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,34,3089.41,K,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,28,2381.88,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,35,2560.28,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,31,2831,K,singiel,do_1mln,srednie,czesciowo
FALSE,32,3263.86,M,singiel,do_500tys,srednie,czesciowo
FALSE,27,3163.99,M,po_slubie,do_50tys,srednie,czesciowo
FALSE,30,2261.14,K,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,31,2634.49,K,singiel,do_500tys,srednie,czesciowo
FALSE,44,2855.31,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,32,2950.39,K,po_slubie,do_1mln,wyzsze,czesciowo
TRUE,31,5161.61,K,po_slubie,do_50tys,wyzsze,czesciowo
FALSE,39,3227.14,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,39,3035.82,M,singiel,do_500tys,srednie,czesciowo
FALSE,31,3690.98,K,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,37,4143.41,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,25,2332.13,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,37,2875.38,M,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,33,3579.05,M,po_slubie,do_200tys,srednie,czesciowo
FALSE,30,4786.99,K,po_slubie,do_200tys,srednie,wcale
FALSE,36,3386.92,M,singiel,do_100tys,srednie,czesciowo
FALSE,33,3557.06,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,38,5273.17,M,po_slubie,do_50tys,srednie,czesciowo
FALSE,30,3826.89,K,singiel,do_100tys,srednie,wcale
FALSE,38,2632.11,K,po_slubie,do_50tys,srednie,wcale
FALSE,40,5763.41,M,singiel,do_500tys,wyzsze,czesciowo
FALSE,35,5338.89,M,po_slubie,do_100tys,srednie,czesciowo
FALSE,33,4042.37,M,singiel,do_1mln,podstawowe,czesciowo
FALSE,39,2421.35,K,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,35,2786.46,M,po_slubie,do_200tys,srednie,czesciowo
FALSE,31,2998.93,M,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,35,5755.54,K,singiel,do_1mln,srednie,czesciowo
FALSE,36,2235.4,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,38,3191.21,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,35,4319.87,M,po_slubie,do_50tys,srednie,czesciowo
FALSE,40,4027.25,K,singiel,do_1mln,srednie,czesciowo
FALSE,35,2711.76,K,po_slubie,do_50tys,wyzsze,wcale
FALSE,31,2329.39,K,po_slubie,do_100tys,podstawowe,czesciowo
TRUE,36,8076.57,M,po_slubie,do_50tys,srednie,wcale
FALSE,32,2305.71,K,singiel,do_500tys,wyzsze,wcale
FALSE,34,3323.26,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,32,2388.82,M,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,33,2506.36,K,po_slubie,do_50tys,wyzsze,czesciowo
TRUE,45,3391.66,M,po_slubie,do_500tys,srednie,wcale
TRUE,38,2872.77,K,singiel,do_1mln,podstawowe,czesciowo
FALSE,41,2716.52,K,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,42,2690.65,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,36,2806.52,M,wdowiec,do_50tys,srednie,wcale
FALSE,32,3278.2,M,wdowiec,do_500tys,wyzsze,czesciowo
FALSE,31,2780.63,M,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,31,3852.72,M,po_slubie,do_50tys,srednie,czesciowo
FALSE,25,2498.68,K,po_slubie,do_1mln,srednie,czesciowo
TRUE,33,3746.71,K,po_slubie,do_50tys,srednie,czesciowo
FALSE,34,2700.27,K,po_slubie,do_200tys,srednie,wcale
FALSE,25,6352.64,K,po_slubie,do_50tys,wyzsze,czesciowo
FALSE,33,2406.91,M,singiel,do_500tys,srednie,czesciowo
FALSE,37,2336.3,M,singiel,do_1mln,podstawowe,czesciowo
FALSE,38,2239.64,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,37,3311.62,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,34,4159.87,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,40,2414.46,M,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,30,4483.04,K,singiel,do_500tys,srednie,czesciowo
FALSE,29,3397.74,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,42,3472.11,K,singiel,do_500tys,wyzsze,czesciowo
FALSE,30,2649.74,M,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,34,2451.37,K,singiel,do_200tys,srednie,czesciowo
FALSE,32,2811.45,K,singiel,do_100tys,srednie,czesciowo
FALSE,38,3961.48,M,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,37,2401.88,M,singiel,do_50tys,wyzsze,czesciowo
FALSE,41,2305.28,M,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,47,2789.94,M,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,38,2305.95,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,35,4055.9,M,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,29,2540.59,M,singiel,do_500tys,wyzsze,czesciowo
FALSE,36,2556.94,K,po_slubie,do_50tys,srednie,czesciowo
TRUE,38,3284.18,M,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,32,3835.32,M,po_slubie,do_200tys,srednie,czesciowo
FALSE,31,2675.34,K,po_slubie,do_50tys,wyzsze,czesciowo
FALSE,36,2805.97,M,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,32,2282.52,M,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,37,2909.04,M,singiel,do_1mln,srednie,czesciowo
FALSE,30,3985.27,K,singiel,do_50tys,srednie,czesciowo
FALSE,41,4532.39,M,singiel,do_200tys,wyzsze,wcale
FALSE,34,2212.88,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,33,2334.66,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,26,2885.1,M,po_slubie,do_200tys,srednie,czesciowo
FALSE,36,2408.96,M,singiel,do_100tys,srednie,czesciowo
FALSE,45,3389.82,M,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,35,5000.96,M,po_slubie,do_100tys,srednie,czesciowo
FALSE,34,3924.86,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,27,2498.55,M,po_slubie,do_50tys,wyzsze,czesciowo
FALSE,36,4503.83,K,singiel,do_1mln,srednie,czesciowo
FALSE,40,2343.86,M,po_slubie,do_100tys,srednie,czesciowo
FALSE,40,2934.76,K,singiel,do_1mln,srednie,czesciowo
FALSE,36,2339.71,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,38,2637.16,K,singiel,do_500tys,srednie,czesciowo
FALSE,30,2853.05,K,singiel,do_500tys,wyzsze,czesciowo
TRUE,43,2217.08,K,singiel,do_50tys,srednie,czesciowo
FALSE,35,2938.72,K,po_slubie,do_50tys,wyzsze,wcale
FALSE,45,5091.5,M,po_slubie,do_200tys,srednie,czesciowo
FALSE,45,2203.67,M,singiel,do_100tys,wyzsze,czesciowo
FALSE,33,2699.71,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,38,2651.19,M,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,35,2507.36,M,singiel,do_200tys,srednie,czesciowo
FALSE,37,2568.21,K,singiel,do_200tys,srednie,czesciowo
FALSE,40,2820.95,K,po_slubie,do_500tys,podstawowe,czesciowo
FALSE,29,3222.49,M,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,39,4332.07,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,40,2823.78,K,singiel,do_1mln,wyzsze,czesciowo
FALSE,34,4951.12,K,singiel,do_200tys,srednie,czesciowo
FALSE,42,4605.48,K,po_slubie,do_50tys,srednie,czesciowo
TRUE,34,3788.09,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,43,2437.69,K,singiel,do_200tys,srednie,czesciowo
FALSE,37,3753.1,M,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,26,3157.6,M,po_slubie,do_50tys,wyzsze,czesciowo
FALSE,41,2891.26,M,po_slubie,do_200tys,srednie,czesciowo
FALSE,37,2514.26,K,po_slubie,do_500tys,srednie,czesciowo
TRUE,31,4102.88,K,po_slubie,do_200tys,podstawowe,czesciowo
FALSE,37,2263.17,K,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,32,3419.22,K,po_slubie,do_50tys,srednie,czesciowo
FALSE,35,2588.53,K,po_slubie,do_50tys,srednie,czesciowo
FALSE,31,3468.3,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,38,2944.89,K,po_slubie,do_50tys,wyzsze,czesciowo
FALSE,34,3040.33,K,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,35,2298.16,K,po_slubie,do_50tys,srednie,czesciowo
FALSE,34,6832.72,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,42,3450.53,M,singiel,do_1mln,srednie,czesciowo
FALSE,35,2693.8,M,singiel,do_500tys,podstawowe,czesciowo
FALSE,36,2762.56,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,39,3124.43,K,singiel,do_100tys,wyzsze,czesciowo
FALSE,40,2740.25,K,wdowiec,do_200tys,srednie,czesciowo
FALSE,33,2240.7,K,singiel,do_200tys,srednie,czesciowo
FALSE,31,2657.65,M,po_slubie,do_200tys,podstawowe,czesciowo
TRUE,40,2865.97,M,singiel,do_200tys,wyzsze,czesciowo
FALSE,35,2354.27,M,singiel,do_1mln,srednie,czesciowo
FALSE,43,3002.16,M,po_slubie,do_100tys,srednie,czesciowo
FALSE,31,3158.31,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,31,4492,K,po_slubie,do_1mln,podstawowe,czesciowo
FALSE,34,2553.68,M,po_slubie,do_500tys,wyzsze,czesciowo
TRUE,33,3480.76,M,po_slubie,do_200tys,srednie,czesciowo
FALSE,43,3642.55,M,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,28,3456.16,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,29,3902.19,M,singiel,do_200tys,srednie,czesciowo
FALSE,36,4350.47,M,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,38,2971.2,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,30,2718.39,M,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,36,2493.51,M,singiel,do_1mln,srednie,czesciowo
FALSE,42,2224.06,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,39,3060.16,M,singiel,do_50tys,wyzsze,czesciowo
FALSE,26,2760.45,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,46,2707.69,M,po_slubie,do_100tys,srednie,czesciowo
FALSE,31,2215.28,M,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,36,2500.83,M,po_slubie,do_50tys,srednie,czesciowo
FALSE,38,2765.05,K,po_slubie,do_50tys,podstawowe,czesciowo
TRUE,37,3594.63,K,po_slubie,do_500tys,srednie,czesciowo
TRUE,37,7076.95,M,po_slubie,do_100tys,srednie,czesciowo
FALSE,44,2800.59,M,po_slubie,do_200tys,srednie,czesciowo
FALSE,31,2355.04,M,singiel,do_1mln,srednie,czesciowo
FALSE,39,2283.89,M,singiel,do_500tys,podstawowe,wcale
FALSE,39,2226.66,K,wdowiec,do_1mln,wyzsze,czesciowo
FALSE,36,2812.85,M,po_slubie,do_100tys,srednie,czesciowo
FALSE,31,2796.65,M,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,38,3042.22,K,po_slubie,do_50tys,srednie,wcale
FALSE,43,2874.73,K,po_slubie,do_200tys,podstawowe,czesciowo
FALSE,35,2920.91,K,singiel,do_100tys,srednie,czesciowo
FALSE,40,2402.67,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,41,2485.99,M,po_slubie,do_100tys,srednie,czesciowo
FALSE,25,5753.49,K,singiel,do_500tys,srednie,czesciowo
TRUE,31,3358.09,M,singiel,do_200tys,wyzsze,czesciowo
FALSE,39,4184.88,K,singiel,do_500tys,srednie,czesciowo
FALSE,33,2517.78,K,singiel,do_50tys,wyzsze,czesciowo
FALSE,27,2739.28,M,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,39,3587.86,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,31,5933.34,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,41,2275.65,M,singiel,do_100tys,srednie,czesciowo
FALSE,31,2752.7,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,34,2828.76,K,singiel,do_1mln,srednie,czesciowo
FALSE,38,2723.98,M,po_slubie,do_50tys,srednie,czesciowo
FALSE,38,4222.18,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,33,2685.52,M,po_slubie,do_50tys,podstawowe,czesciowo
FALSE,38,2900.79,M,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,34,2618.46,K,po_slubie,do_100tys,srednie,czesciowo
FALSE,40,3189.18,K,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,35,2204.14,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,36,2272.74,M,po_slubie,do_100tys,srednie,czesciowo
FALSE,34,2329.3,M,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,32,2498.22,M,singiel,do_100tys,srednie,czesciowo
TRUE,35,6908.99,K,po_slubie,do_1mln,wyzsze,czesciowo
TRUE,40,3197.82,K,po_slubie,do_100tys,srednie,czesciowo
FALSE,34,2629.99,M,po_slubie,do_100tys,srednie,czesciowo
FALSE,46,2370.09,M,singiel,do_500tys,srednie,czesciowo
FALSE,33,2395.98,M,singiel,do_1mln,podstawowe,czesciowo
FALSE,39,2397.7,M,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,34,2711.01,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,42,2313.11,K,singiel,do_1mln,srednie,czesciowo
FALSE,34,2200.98,K,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,33,3217.17,K,singiel,do_200tys,srednie,czesciowo
FALSE,31,2448.5,M,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,32,3013.39,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,46,2808.85,K,singiel,do_200tys,srednie,czesciowo
FALSE,37,2664.74,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,29,2492.3,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,29,2444.73,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,30,2700.9,K,po_slubie,do_50tys,podstawowe,czesciowo
FALSE,26,2311.84,K,po_slubie,do_500tys,podstawowe,czesciowo
FALSE,26,2550.92,M,singiel,do_50tys,srednie,wcale
FALSE,39,2262.22,M,singiel,do_200tys,wyzsze,czesciowo
FALSE,39,2269.81,M,singiel,do_1mln,srednie,czesciowo
TRUE,40,5655.71,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,36,3085.67,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,34,2636.23,K,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,39,2718.95,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,39,2547.5,K,po_slubie,do_1mln,srednie,czesciowo
TRUE,34,3368.45,K,singiel,do_200tys,srednie,czesciowo
TRUE,40,4170.46,K,singiel,do_50tys,srednie,czesciowo
FALSE,36,2430.9,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,36,2288.11,K,po_slubie,do_500tys,podstawowe,czesciowo
FALSE,42,3545.98,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,38,2250.1,K,po_slubie,do_1mln,srednie,wcale
FALSE,46,2434.4,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,36,2410.67,K,po_slubie,do_500tys,podstawowe,wcale
FALSE,29,2399.16,K,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,24,2648.81,M,po_slubie,do_50tys,srednie,wcale
FALSE,33,4626.74,M,po_slubie,do_200tys,srednie,czesciowo
FALSE,30,3983.56,M,singiel,do_500tys,srednie,wcale
FALSE,36,2863.93,K,singiel,do_1mln,srednie,czesciowo
FALSE,31,5704.14,M,singiel,do_50tys,srednie,czesciowo
FALSE,39,2661.51,M,singiel,do_50tys,wyzsze,czesciowo
FALSE,35,2270.31,K,po_slubie,do_50tys,wyzsze,czesciowo
FALSE,40,6214.03,M,wdowiec,do_500tys,srednie,czesciowo
FALSE,39,2235.8,M,singiel,do_100tys,srednie,czesciowo
FALSE,33,2514.16,K,singiel,do_200tys,srednie,czesciowo
FALSE,41,3222.61,M,singiel,do_1mln,srednie,czesciowo
FALSE,38,2305.38,K,singiel,do_1mln,srednie,czesciowo
FALSE,40,2306.09,M,po_slubie,do_100tys,srednie,czesciowo
FALSE,31,3487.39,K,po_slubie,do_200tys,podstawowe,czesciowo
FALSE,33,4432.58,K,po_slubie,do_100tys,podstawowe,wcale
FALSE,38,2430.06,M,singiel,do_1mln,srednie,czesciowo
FALSE,32,2695.26,K,singiel,do_1mln,srednie,czesciowo
FALSE,36,2910.8,M,po_slubie,do_50tys,srednie,czesciowo
FALSE,39,2584.18,K,singiel,do_200tys,srednie,czesciowo
FALSE,30,6320.13,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,29,3255.17,K,po_slubie,do_1mln,podstawowe,czesciowo
FALSE,30,3522.99,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,31,3348.55,M,singiel,do_1mln,srednie,czesciowo
FALSE,24,4718.71,K,singiel,do_100tys,podstawowe,czesciowo
FALSE,29,4473.06,K,po_slubie,do_100tys,podstawowe,wcale
FALSE,23,2228.74,K,singiel,do_100tys,wyzsze,czesciowo
TRUE,36,5119.28,K,singiel,do_100tys,podstawowe,czesciowo
FALSE,45,2283.2,K,po_slubie,do_50tys,podstawowe,czesciowo
FALSE,33,2876.22,M,po_slubie,do_100tys,srednie,czesciowo
FALSE,41,2278.17,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,43,5445.62,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,38,2884.7,K,singiel,do_100tys,podstawowe,czesciowo
FALSE,35,5015.58,M,singiel,do_100tys,wyzsze,czesciowo
FALSE,39,4661.8,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,39,2965.61,M,po_slubie,do_50tys,wyzsze,czesciowo
FALSE,37,2494.91,K,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,36,3399.67,M,singiel,do_200tys,srednie,czesciowo
FALSE,36,2737.24,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,38,3325.39,K,wdowiec,do_500tys,srednie,czesciowo
FALSE,30,2438.47,K,singiel,do_200tys,srednie,czesciowo
FALSE,33,3047.91,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,31,2306.72,M,singiel,do_1mln,wyzsze,czesciowo
FALSE,26,2937.66,M,singiel,do_50tys,wyzsze,czesciowo
FALSE,36,3290.21,M,po_slubie,do_1mln,srednie,wcale
FALSE,30,4111.13,K,po_slubie,do_200tys,srednie,czesciowo
TRUE,43,2638.97,M,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,34,2484.11,K,singiel,do_100tys,wyzsze,czesciowo
FALSE,32,2595.69,M,po_slubie,do_200tys,srednie,czesciowo
FALSE,38,2265.18,K,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,31,2555.75,M,po_slubie,do_200tys,srednie,czesciowo
FALSE,34,2835.67,M,wdowiec,do_100tys,srednie,czesciowo
FALSE,26,2280.79,K,singiel,do_1mln,srednie,czesciowo
FALSE,33,2595.15,K,po_slubie,do_1mln,srednie,czesciowo
